Trame codée bruitée,Trame binaire originale
"-1.1332272252173494, -0.8636678534410329, 0.8579819568341344, 0.9292394656648286, 0.9514177115966165, -0.9201318008830761, 1.0731373521031202, -1.2515707889953418, -1.0670347313379118, 1.1812247821531618, 1.1042448840677042, 0.9344592745029917, 0.9445026343768493, 0.9613802153501637, -1.1084528379100334","1.0, 1.0, 0.0, 0.0, 0.0, 1.0"
"1.0881146925998164, 0.8770732092207614, 1.2365406440927484, 1.1007210741908737, -1.0350955216484503, 0.9820853098869727, -1.0430351333432777, -0.9883180059999858, -1.2190222952118057, -0.9337458597562748, 0.8726681328679659, -1.1702417592709553, -0.9070810134304246, 1.0440455700142623, -1.1335875126176553","0.0, 0.0, 0.0, 0.0, 1.0, 0.0"
"0.9105500294551209, 0.9094486719636702, -1.1735601448570654, -1.0349695026646866, -1.0610337720479632, 0.7803440386512716, -1.0281432395646366, -0.9241821661539313, 1.0882819636966277, 0.8821044401021907, 1.0376377723677332, -0.8642073593251339, -0.9514539273073953, 0.9645196193430068, -1.0678805680792165","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"1.0948867053233804, -0.9775708049595159, 1.1548941101946368, -0.7113405499519807, 0.9684390598837089, 1.3658747727162848, -1.114829880592683, 1.1581254087292903, 1.2435446881787822, -1.1095479695088948, 0.9337148321428719, 1.0239949504441446, -0.8130776709355305, 1.118495075021355, -1.1176830587391327","0.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"0.6919972524983853, -0.9107171687434004, 1.1535283220612451, 0.8617458528883886, 1.0321908684670749, -0.9245714532996637, 0.8621152542155905, -0.8985327229256523, 0.8543143350107532, 0.8321286573351158, -1.116338428520529, -0.9809807099084581, -0.8976326386178459, -0.8600889909591276, -1.1398048534548022","0.0, 1.0, 0.0, 0.0, 0.0, 1.0"
"1.0580102871742554, -0.960394501652503, -0.8544786572011078, -0.9484858066395325, -1.1584422760660333, 1.2155567148091555, -1.0058058542846868, 1.049134679684661, 0.6408120852819348, -1.063554491637773, 0.7923499309374196, -0.8449049135866102, 0.9630190655612946, 0.841856115713748, -1.2772778638228337","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"-1.0300819383562787, -1.1152186735670713, 1.1455263430222542, 0.7940725713084645, 0.8743986991936592, 1.1408117604830397, 1.4418104148860962, -1.0708113686999594, -0.92829529644473, -1.0022227324928707, -0.9489934108486526, -0.9834878101482436, 0.9449792943515849, -0.867345852867163, 0.8945502874181704","1.0, 1.0, 0.0, 0.0, 0.0, 0.0"
"0.9349206228092838, 0.819263906911584, -1.047314859815731, -1.2313871579829112, 1.0235695576506965, 1.0491384825355323, 1.0002993677107714, 0.9080530874426319, -1.2749438243850135, -0.7221554106583645, 0.8506259028200671, 0.9873913212858147, 1.0717675934123703, 1.0927084011212846, 1.137329254648016","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
"0.6961128935497638, -0.887681178726936, -1.134833946964373, 0.8033156551885541, -0.9654010416925842, 0.6895697250384512, 1.0680512812370813, -0.9653813708879644, 1.0466230878893843, -1.0368016079769422, 0.8985834792368522, -0.8561238295236957, 0.8149698744978215, 0.8285023446154951, 0.8932016740965222","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
"-0.9127604268007403, -1.0894685901429564, 0.8860217875463764, 1.0022352463440007, 1.0544551161378162, -1.103394752563166, 0.9042936389212777, -0.9345466789107219, -0.976524797114181, 0.942640848346198, 0.9877121401976513, 0.8895548694355586, 0.8843014413970501, 1.1475246055718893, -0.8634758458683331","1.0, 1.0, 0.0, 0.0, 0.0, 1.0"
"-0.9931525028176922, 0.763253467755914, 0.9674962278727106, 1.1367319790862298, 0.8283236785800032, -1.2118822578899184, 1.2399333036218614, 0.9468022085212904, -1.0749031814023977, -1.0928439065669202, 0.9715143460818645, 1.0839686853123838, -1.113696896995459, 1.130950887429626, -0.7801954130826623","1.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"1.0961624794355322, 1.0386618570348602, 1.2498345432349616, -0.974795467543087, 0.9584374890011397, 1.2005818182685222, -1.107913572680778, -0.8986533085116243, 1.243356048453603, 1.2470846075870357, 1.2173980513649278, 0.840130046731822, 0.9964569382406071, 1.1685106474750462, -0.9860935158099603","0.0, 0.0, 0.0, 1.0, 0.0, 0.0"
"-0.9158759601733414, -1.145689891653453, 1.0231721333060078, -1.1488413397979456, -1.0866345404787208, 1.181427886288994, 0.66823012626265, -0.8555607010441021, 0.9966574917881934, 0.7233825239728155, -0.9464203676184533, 1.2452638572692332, -1.2277341725555677, -1.1642536527100225, 0.8708944937830109","1.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"-0.9566130212282116, -1.269505141690433, 0.9525805932508505, 0.9235698697322264, -1.1187572033380404, 0.8290288242460739, -1.0285355768677826, 1.0214567645218282, 0.8649497496860906, 0.6968639139745867, -1.1688406484922935, 0.9844563027246493, -1.0444023677115193, -0.9659371696678816, -0.9926089152416476","1.0, 1.0, 0.0, 0.0, 1.0, 0.0"
"-0.7889942036602896, 1.210921577121804, -0.9987115980459709, -0.9895227173577901, -1.0613301928168064, -0.8104801764833441, -1.0454197161753087, -0.948357546183522, -1.0405795480146625, -1.107017034267044, 0.8504366259528745, -1.0842565982484722, 0.8754103272208994, 0.9635102932626657, 1.0816805932878326","1.0, 0.0, 1.0, 1.0, 1.0, 1.0"
"1.141510251486983, 0.9356399920438375, 0.7099207276941818, 1.0148538323967764, 0.8046384856881488, 1.085816750324957, 0.8026200458457455, 0.9990512043895329, 1.098571435296489, 0.9621230124139009, 0.9790297844595919, 0.9702072601656784, 0.8791665695361458, 0.9616650333964418, 1.1112810028023814","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"-0.8717906677595477, -0.9368049781528976, -0.7645810405876657, 0.7934793601222997, 1.2270927796217963, 1.2825795945286063, -0.8803100592114058, 0.8497936027129575, 0.8976919075546452, 0.7271455377704715, -0.9530806615568223, -0.8185102145418086, 0.943394965698435, -0.9440702320176528, -0.924993353568887","1.0, 1.0, 1.0, 0.0, 0.0, 0.0"
"1.1563621755555067, 0.8643749532261228, -1.2851611133211338, -1.2723473734238604, 0.6588510537255288, -1.2048543469270274, 0.731841195220507, 1.2734075324835978, -0.8720415942426992, 1.0325514005476484, -0.7912586430880708, -0.8167034544458378, 0.9034808531689669, -1.2365859529375105, -1.0694596096942486","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
"-0.9216509391439835, 1.422959928116665, 1.049145368676737, 1.0407847638353882, 1.0164531434010313, 1.0068376923605975, 1.1740709954712207, 0.9527855331071747, -1.1678326484487578, 0.9051621766209851, -1.0703010190799374, -1.0037656272038846, -1.0097944470831814, -1.1346284219045053, 0.983753161879853","1.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"0.893310810745884, -0.8828862252664749, 0.9030012693568195, -0.7799975937050416, 0.9866636102937713, 1.072652543155995, -1.0660980346608286, 1.2646262339208225, 1.0086190980722287, -0.9930134436343823, 1.0421661373435644, 0.9772982801544833, -1.1872187623028037, 1.0455210872610972, -1.1509554969222837","0.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"1.2604934607164482, 0.8536362165553141, 1.011048207126437, -1.1103904233433703, -1.2885560885871796, 0.6131529748766277, 1.055238788410894, 0.8056380260597504, -1.1206573746757509, -0.9092263757140738, 1.120816534565175, -0.9365917149038867, -1.2684031475817004, 1.1107928829951825, 0.9697016402217887","0.0, 0.0, 0.0, 1.0, 1.0, 0.0"
"-1.1069049873703043, -0.9687250018583504, 1.0109625433812635, -0.9389446616080566, -0.9945531522951532, -0.8991846627068635, 1.147134704983067, -1.147500177667687, 0.8241547613980343, -0.9294213678177402, 0.9362198190670896, -1.016591085089017, -1.0571348927856314, 1.1015189415890532, -1.1709027744563505","1.0, 1.0, 0.0, 1.0, 1.0, 1.0"
"-1.0361036459592112, -0.9527118996455034, 0.8042158803612666, 1.0676540500441452, -1.2025471646844579, -0.9099348970066378, -0.9116382817658635, 1.2178512450083725, 0.9990701229563632, -1.0062751472988374, 1.0947887391914881, -1.1785859704356478, -0.5837285279909803, 1.0077321548507097, 0.9666717335864035","1.0, 1.0, 0.0, 0.0, 1.0, 1.0"
"0.8720335107398866, -0.8610866329511568, 1.278499276353218, -1.1690163276267378, 0.9570501718353143, -1.0199817666082376, -1.0713818831675912, 1.0309458385970354, 1.168539017798161, 0.8102993121594267, -1.2630745843206879, -1.0330159225871482, -0.8203212763000342, -0.9907008438402952, 1.1636573959430305","0.0, 1.0, 0.0, 1.0, 0.0, 1.0"
"1.0576019753992636, 1.0944327233785682, 0.8913135935826384, -1.2210912486941479, -1.0911018193883437, -1.1569085081264334, 0.9051563680952535, 1.12675346816764, -1.0002580199468178, 1.0616060762998654, -1.0953058368020723, 0.9994782703629439, -1.1363918885661888, -1.3642910380257485, -0.8171287415936088","0.0, 0.0, 0.0, 1.0, 1.0, 1.0"
"0.8621184883948572, -0.9854217151102587, 1.1348315292666984, -1.27655875808757, 1.013905065190346, 1.07351343753826, -1.2089961913100373, 1.2032287012459113, 1.0846872469953999, -1.237312083510051, 1.0717181058799432, 0.8667124656320695, -1.0130692000842831, 0.919867302917843, -0.9803396921562108","0.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"0.8043016546766149, 1.1417079436628903, -0.9796125501222411, -0.9335903208110343, 1.0406506126540913, 1.0665715367404824, 1.1872377576644777, 0.9798854569119659, -0.8761175168588902, -1.0254372948365742, 0.9437713719055931, 0.994419235358695, 1.1897567869737973, 1.2144002087948822, 0.8323783657327565","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
"-0.8355154951843833, -0.9057601338195832, 0.951797198783765, -1.0234786795841198, 1.1248031119979263, 1.055533906421741, -1.0638521712875422, 0.9956171145162925, -0.8630884147109694, -1.040490207706888, -0.8580693234621173, -1.3287119726193821, 1.002068344311751, -1.181166740867515, -1.2232579865756241","1.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"1.1038018868922268, -0.9442258390684681, -1.048720748440626, -1.0525967690794096, 0.8175023108412536, -0.9967293346255643, 1.2841116553198106, -1.0390743623433727, -0.9232469322480236, -1.0166081412017027, -0.7676815309423921, -1.0732904779623627, -0.8341461591079726, -0.946242688066693, -1.2596420204115355","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
"1.0254161467042615, 1.2113928593066081, -1.0144247285626258, -1.1736437155079218, -0.7692070619672835, 1.135255713509807, -1.0025169663597078, -0.9099712881785931, 0.8900591816214889, 1.06585205014094, 1.022960520277712, -1.0765837546357993, -0.955677083134081, 1.0460900430908269, -0.9920260424553037","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"-1.075614161895906, 1.0290242096802844, 0.811492396317241, -1.0508316792608154, 1.0191867474525984, 0.8979109641241371, -1.1470657687461407, -0.9386888590815076, -0.9649244717358851, 0.8525902973910843, -0.9748284495126243, -0.9687601692836372, -1.053993284203031, -1.0444209028654157, -1.0488606723411402","1.0, 0.0, 0.0, 1.0, 0.0, 0.0"
"0.9545635249920624, 0.9547136116824474, -1.303900232859942, -1.2215859464673078, -1.180241359963985, -1.1760567560973916, -1.3842706049127842, -1.3373457165347187, 0.948436396947967, -1.033179383138734, -1.2234031193258834, 1.2697671669421833, -1.04968196970089, -1.01778844738665, 1.017827191470822","0.0, 0.0, 1.0, 1.0, 1.0, 1.0"
"-0.9868196842280439, 0.8368520980749484, 1.0037634647576592, -0.9240736030366794, -1.0892268800020932, -0.9142551480667256, 1.1950123710050087, 1.2698416294184733, 0.9677290669217896, 0.9007424281661228, 1.0160768050306712, -0.7869973921356421, 0.9751366411619664, 1.0462527753615687, -1.0690365386049232","1.0, 0.0, 0.0, 1.0, 1.0, 1.0"
"-1.0805438722546288, -1.0421021011589031, 0.7604249571236863, -0.958704948071053, -1.1450793284794871, -0.8493760182528345, 0.8727367744862637, -0.9892382585058395, 0.8967830905545913, -0.8718691630792142, 1.0265430896295415, -0.9030775428027132, -1.2552483490041582, 0.8217116960334925, -1.0292365924302038","1.0, 1.0, 0.0, 1.0, 1.0, 1.0"
"0.7483967376020524, -0.7788087636797139, 0.934031509652324, 0.8888646417427306, -0.9719334046573712, 1.0895091047436143, -1.062968948161457, 0.924516604100255, -1.028693032277332, 1.1427902888687478, 0.8345122823303514, -1.2317251875998598, 0.9752980420113815, 0.7631348067328714, -1.1440551787209068","0.0, 1.0, 0.0, 0.0, 1.0, 0.0"
"-0.931624059133395, -0.9641219063326525, -1.2388181110824008, 0.9857650019173393, 0.9032250211183616, 1.0543276060280182, -0.7352603708777736, 1.0288213649150684, 1.0735567222237794, 1.1044032850023977, -1.0315264945650622, -0.9459205729304561, 0.6195716041911161, -0.7979565109245969, -0.7351544974197647","1.0, 1.0, 1.0, 0.0, 0.0, 0.0"
"-0.8724019614760199, 0.8782410406123293, -0.9943222388656827, -0.6030644862325824, -0.7163732782889203, 1.1579425848553513, -1.016871946357085, -0.9579990624255591, -1.1197678052879307, 0.9827440848354068, -0.7556848855755893, 0.769811587832017, 1.132880119803919, -0.9326070082767105, -0.878383981151409","1.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"-1.079061756316989, -0.927872323049858, -1.393099760102116, 0.9648911371074627, 0.8646404283846971, -0.9337897001861069, -0.9517504320740289, 1.0330027968122892, 1.085547172642242, -0.9155798931504081, 0.7877870263120103, 1.1321366567359623, 1.2757178159817872, 0.9822888239438047, 0.8941447646602279","1.0, 1.0, 1.0, 0.0, 0.0, 1.0"
"-1.204286473041697, 1.0985853747131118, -1.0177205226898787, -0.9189086452166146, 0.9859834002023953, 1.1259605285444594, 0.9702219202329062, 1.1607264475868382, 0.9029857679846267, -0.7907038827538975, -1.0125088112652143, -0.928600479630851, -0.8976339350224569, -1.1673294107634762, 1.0755537385507585","1.0, 0.0, 1.0, 1.0, 0.0, 0.0"
"-0.8743793634162585, 1.0997239199415507, -1.0253243129139795, 0.986651213553054, -0.7974747696970556, -1.1186156664073446, 1.1274792268817875, 1.1402739538107243, -1.1643644043239334, -0.5950067622088254, 0.8425260607532703, -0.7556578929315007, 1.0635802121940219, 1.1131297880736883, -1.2931405687841497","1.0, 0.0, 1.0, 0.0, 1.0, 1.0"
"-0.9770144737661485, 1.0813387401701968, -0.8766493880035945, -1.2212535537921907, 1.0606178559865393, -1.036151881844504, 0.9386216541355461, 0.901901441488931, 1.3049559498441359, 0.7437000175213214, 1.0275260808106472, 0.944372411417225, -0.8136790605123274, 1.0207184127122826, -0.9889967016727762","1.0, 0.0, 1.0, 1.0, 0.0, 1.0"
"0.919620570853054, -1.344479373735641, 1.2210951313158163, -0.87023691454374, -1.3590968182178567, 1.0163861480685377, 0.9218595722892113, -0.9856553088325156, -0.8707841351857541, 0.9815254986652224, 0.8292266158352133, -1.0679263399739491, 0.9273416754949879, 0.8880440781020451, 0.8836900231119653","0.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"-0.9179628495398653, 1.0251839701677607, 0.7631068982270031, 0.8408110284969563, 0.9831266270338109, 0.9304140588438612, 1.181019344352198, 1.0818885565594192, -1.052231004133329, 0.8931614200953512, -0.8019354470480218, -1.0685918782700672, -1.0580781051378763, -0.9518239599584272, 0.9376720565078878","1.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"-1.011934801176399, 1.095359289353734, 1.0557582946962072, 0.761600605785952, -0.7200851094522019, -1.1166771742442774, -1.0740093315621886, -0.8557890821671932, 0.9285241181624453, 1.1993181538145345, 0.7916027794927827, -0.9163038215679754, 0.8298878827244573, 1.2016930223209579, 1.2704227666403245","1.0, 0.0, 0.0, 0.0, 1.0, 1.0"
"-1.1890858218542573, -1.1132635683015502, -0.8840706898320272, -0.8407645573478572, -0.7770593412577322, 0.8948766802497397, -0.93920280273592, 0.9052201963096764, -0.9354827251033769, -0.8787980146777471, -1.1289822432276495, 1.0753686084638059, -1.10621769143636, -1.1309913126724807, -1.0000757495317472","1.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"-1.0929111728484568, 0.7645991468458913, -0.8560968947312796, 0.8972994988300959, -0.9262765339358385, -0.8937981747579441, 0.7773469589858517, 1.1654468777362113, -1.0384372829930466, -1.0972142782209784, 0.9796751018656797, -1.063801024667851, 0.8806135454591243, 1.057072379999328, -0.7405103766394147","1.0, 0.0, 1.0, 0.0, 1.0, 1.0"
"-0.967187276122558, 0.8689570130572024, -1.1400803754466975, 1.0228066446598325, -1.0457956956830072, -0.8985440981917618, 1.3066595540757082, 1.0131206677647877, -1.012812833215681, -0.9073258688790852, 1.0928142796718723, -0.9094281742977531, 0.9519439805849691, 0.8936779793092662, -0.8774054849464133","1.0, 0.0, 1.0, 0.0, 1.0, 1.0"
"-1.2995894884390136, -0.8597218267110985, 0.7959508391173233, -1.1763226676100773, -1.1111260168282429, -0.9569280886217109, 0.8942272087549467, -1.009106791523719, 1.2413286120538778, -0.9454753338238209, 0.8061740431968346, -0.885794259564196, -1.0167317883265983, 1.050124968977468, -0.9595310251782743","1.0, 1.0, 0.0, 1.0, 1.0, 1.0"
"-0.9475962909183584, -0.6586973310079823, -1.0705422506682265, 0.870548857491154, -1.294670183964795, -1.0208502510908222, 0.9764290100516306, -0.9417623540068069, -1.0456954527155917, 1.1177087367748837, 1.095931517860341, -0.7930857853080905, -0.9135525032065371, 1.1805995223418584, -1.0949593459989013","1.0, 1.0, 1.0, 0.0, 1.0, 1.0"
"0.8257294524228264, -1.0554899045015036, -1.1426643558933214, 1.0337311723684675, 1.2815695951166677, -1.2319628181228013, -0.8405993695862577, 0.9122288116188576, -1.0665476235312428, -1.0245313256811537, -0.7252002775859929, -0.9365081842713467, -0.7398101102402496, -0.8120679463941234, 0.8852122233305925","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
"1.1503968328157452, 1.063063172197829, -0.9037263242336186, -1.0693629891284446, 0.8880824783459712, -1.144199321979654, 0.9660986258274902, 1.0892059763035848, -0.8978302218764894, 1.0345842983621178, -1.1263051489245015, -0.8954108926141914, 1.1332876840845763, -0.893806216287926, -0.9940834660902816","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
"1.0631525549859449, 0.9720997335070193, -0.7523718681419334, 1.0782818738423012, 0.9743133849847863, 1.1853342635502413, -0.9080528775717089, -0.8024041528286887, -0.9650467539124252, -1.2723452155013923, 1.0473979720261992, 1.0893130170505172, 0.9781081296764351, 1.034068887558182, -0.9174166550136698","0.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"1.0073327668797605, -0.8117882798262777, -1.240047068139844, 0.9279128696497053, -0.8957253327516056, -0.8930355098189503, 1.093660979203054, -1.0904795754036156, 0.9361452732976134, 1.197377616648768, -1.4354537519106805, 1.0415211243628035, 0.8478809633555721, -1.1202144044119215, -0.849287833132721","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
"-0.8562615002106253, -1.041145027530694, -0.9291868152871308, 0.8367782802682218, 1.1235572006087016, 1.0594162299301826, -1.4100667800785902, 1.2137661097620678, 1.0636232302468809, 1.055026536545688, -0.8955332669260017, -1.1252806917134555, 0.8829688779000668, -1.0144810657895658, -1.1268237378025079","1.0, 1.0, 1.0, 0.0, 0.0, 0.0"
"-0.8360800613147317, 0.898203335583311, -0.6860204819014053, -0.9511931019752762, 1.1077675099909063, 1.0041254169491354, 1.0556348174218368, 1.221660372519976, 0.8750659742925827, -0.9140031303811725, -0.6669638659522428, -0.7361528051527694, -1.1259260991487705, -0.8610021288899271, 0.9388177165893783","1.0, 0.0, 1.0, 1.0, 0.0, 0.0"
"0.9146472763173039, 1.1472920025636248, -0.9451593619917127, -0.7730229767844505, -0.9485477134557654, -1.0790856195607121, -0.8217968254242555, -0.9750378769468805, 0.9160855012495488, -0.919928094815708, -0.7777021571756457, 0.9950295371694408, -1.047289686252697, -0.8984922807696388, 1.0204134315729074","0.0, 0.0, 1.0, 1.0, 1.0, 1.0"
